,player_id,firstName,lastName,nationality,birthCity,primaryPosition,birthDate,link,name,headlines
28,8471816,Mark,Fayne,USA,Nashua,D,1987-05-15,/api/v1/people/8471816,Mark Fayne,2
29,8468486,Scott,Hartnell,CAN,Regina,LW,1982-04-18,/api/v1/people/8468486,Scott Hartnell,4
30,8470123,Cam,Janssen,USA,St. Louis,RW,1984-04-15,/api/v1/people/8470123,Cam Janssen,2
31,8470640,Matt,Carle,USA,Anchorage,D,1984-09-25,/api/v1/people/8470640,Matt Carle,2
32,8473512,Claude,Giroux,CAN,Hearst,C,1988-01-12,/api/v1/people/8473512,Claude Giroux,10
33,8475775,Tye,McGinn,CAN,Fergus,LW,1990-07-29,/api/v1/people/8475775,Tye McGinn,6
34,8470920,David,Clarkson,CAN,Toronto,RW,1984-03-31,/api/v1/people/8470920,David Clarkson,2
35,8470601,Braydon,Coburn,CAN,Shaunavon,D,1985-02-27,/api/v1/people/8470601,Braydon Coburn,2
36,8475342,Oliver,Lauridsen,DNK,Gentofte,D,1989-03-24,/api/v1/people/8475342,Oliver Lauridsen,2
37,8470171,Max,Talbot,CAN,Lemoyne,C,1984-02-11,/api/v1/people/8470171,Max Talbot,8
38,8474892,Eric,Wellwood,CAN,Windsor,LW,1990-03-06,/api/v1/people/8474892,Eric Wellwood,2
39,8476158,Harry,Zolnierczyk,CAN,Toronto,LW,1987-09-01,/api/v1/people/8476158,Harry Zolnierczyk,2
40,8475185,Jacob,Josefson,SWE,Stockholm,C,1991-03-02,/api/v1/people/8475185,Jacob Josefson,2
41,8472394,Peter,Harrold,USA,Kirtland Hills,D,1983-06-08,/api/v1/people/8472394,Peter Harrold,2
42,8462535,Jody,Shelley,CAN,Thompson,LW,1976-02-07,/api/v1/people/8462535,Jody Shelley,2
43,8448208,Jaromir,Jagr,CZE,Kladno,RW,1972-02-15,/api/v1/people/8448208,Jaromir Jagr,12
44,8469623,Marek,Zidlicky,CZE,Most,D,1977-02-03,/api/v1/people/8469623,Marek Zidlicky,2
45,8468038,Michael,Leighton,CAN,Petrolia,G,1981-05-19,/api/v1/people/8468038,Michael Leighton,2
46,8474736,Zac,Rinaldo,CAN,Mississauga,C,1990-06-15,/api/v1/people/8474736,Zac Rinaldo,2
47,8473646,Ryan,Carter,USA,White Bear Lake,LW,1983-08-03,/api/v1/people/8473646,Ryan Carter,6
48,8471269,Nicklas,Grossmann,SWE,Stockholm,D,1985-01-22,/api/v1/people/8471269,Nicklas Grossmann,2
49,8471467,Matthew,Ford,USA,West Hills,RW,1984-10-09,/api/v1/people/8471467,Matthew Ford,4
50,8470610,Zach,Parise,USA,Minneapolis,LW,1984-07-28,/api/v1/people/8470610,Zach Parise,8
51,8475430,Brandon,Manning,CAN,Prince George,D,1990-06-04,/api/v1/people/8475430,Brandon Manning,2
52,8460626,Bryce,Salvador,CAN,Brandon,D,1976-02-11,/api/v1/people/8460626,Bryce Salvador,2
53,8460465,Petr,Sykora,CZE,Plzen,RW,1976-11-19,/api/v1/people/8460465,Petr Sykora,2
54,8460542,Patrik,Elias,CZE,Trebic,C,1976-04-13,/api/v1/people/8460542,Patrik Elias,2
55,8471636,Tim,Sestito,USA,Rome,LW,1984-08-28,/api/v1/people/8471636,Tim Sestito,2
56,8476209,Mike,Sislo,USA,Superior,RW,1988-01-20,/api/v1/people/8476209,Mike Sislo,2
57,8471712,Jeff,Frazee,USA,Edina,G,1987-05-13,/api/v1/people/8471712,Jeff Frazee,2
58,8471236,Andrej,Meszaros,SVK,Povazská Bystrica,D,1985-10-13,/api/v1/people/8471236,Andrej Meszaros,2
59,8473580,Matthew,Corrente,CAN,Mississauga,D,1988-03-17,/api/v1/people/8473580,Matthew Corrente,2
60,8471365,Steven,Zalewski,USA,Utica,C,1986-08-20,/api/v1/people/8471365,Steven Zalewski,2
61,8473944,Matt,Anderson,USA,West Islip,RW,1982-10-31,/api/v1/people/8473944,Matt Anderson,10
62,8475248,Alexander,Urbom,SWE,Stockholm,D,1990-12-20,/api/v1/people/8475248,Alexander Urbom,2
63,8473592,Vladimir,Zharkov,RUS,Elektrostal,RW,1988-01-10,/api/v1/people/8473592,Vladimir Zharkov,2
64,8467436,Jay,Leach,USA,Syracuse,D,1979-09-02,/api/v1/people/8467436,Jay Leach,2
65,8476234,Keith,Kinkaid,USA,Farmingville,G,1989-07-04,/api/v1/people/8476234,Keith Kinkaid,8
66,8475060,Matt,Taormina,USA,Warren,D,1986-10-20,/api/v1/people/8475060,Matt Taormina,2
67,8473927,Brad,Mills,CAN,Terrace,C,1983-05-03,/api/v1/people/8473927,Brad Mills,2
68,8474614,Brandon,Burlon,CAN,Nobleton,D,1990-03-05,/api/v1/people/8474614,Brandon Burlon,2
69,8474219,Dan,Kelly,USA,Plattsburgh,D,1989-05-17,/api/v1/people/8474219,Dan Kelly,16
70,8475199,Eric,Gelinas,CAN,Vanier,D,1991-05-08,/api/v1/people/8475199,Eric Gelinas,2
71,8474023,Mike,Hoeffel,USA,North Oaks,LW,1989-04-09,/api/v1/people/8474023,Mike Hoeffel,2
72,8474582,Mattias,Tedenby,SWE,Vetlanda,RW,1990-02-21,/api/v1/people/8474582,Mattias Tedenby,2
73,8467452,Rob,Scuderi,USA,Syosset,D,1978-12-30,/api/v1/people/8467452,Rob Scuderi,2
74,8471718,Marc-Andre,Cliche,CAN,Rouyn-Noranda,C,1987-03-23,/api/v1/people/8471718,Marc-Andre Cliche,2
75,8470662,Colin,Fraser,CAN,Sicamous,C,1985-01-28,/api/v1/people/8470662,Colin Fraser,2
76,8476404,Andy,Andreoff,CAN,Pickering,C,1991-05-17,/api/v1/people/8476404,Andy Andreoff,2
77,8474594,Slava,Voynov,RUS,Chelyabinsk,D,1990-01-15,/api/v1/people/8474594,Slava Voynov,8
78,8475160,Kyle,Clifford,CAN,Ayr,LW,1991-01-13,/api/v1/people/8475160,Kyle Clifford,2
79,8471208,Dustin,Penner,CAN,Winkler,RW,1982-09-28,/api/v1/people/8471208,Dustin Penner,2
80,8474518,Davis,Drewiske,USA,Hudson,D,1984-11-22,/api/v1/people/8474518,Davis Drewiske,2
81,8473908,Kevin,Westgarth,CAN,Amherstburg,RW,1984-02-07,/api/v1/people/8473908,Kevin Westgarth,2
82,8465185,Willie,Mitchell,CAN,Port McNeill,D,1977-04-23,/api/v1/people/8465185,Willie Mitchell,2
83,8471685,Anze,Kopitar,SVN,Jesenice,C,1987-08-24,/api/v1/people/8471685,Anze Kopitar,18
84,8473664,Justin,Azevedo,CAN,West Lorne,C,1988-04-01,/api/v1/people/8473664,Justin Azevedo,2
85,8475726,Tyler,Toffoli,CAN,Scarborough,RW,1992-04-24,/api/v1/people/8475726,Tyler Toffoli,4
86,8474638,Andrew,Campbell,CAN,Caledonia,D,1988-02-04,/api/v1/people/8474638,Andrew Campbell,10
87,8470755,Brad,Richardson,CAN,Belleville,C,1985-02-04,/api/v1/people/8470755,Brad Richardson,6
88,8475325,Jordan,Nolan,CAN,"Garden River, First Nations",C,1989-06-23,/api/v1/people/8475325,Jordan Nolan,2
89,8474563,Drew,Doughty,CAN,London,D,1989-12-08,/api/v1/people/8474563,Drew Doughty,6
90,8474162,Jake,Muzzin,CAN,Woodstock,D,1989-02-21,/api/v1/people/8474162,Jake Muzzin,4
91,8475096,Patrick,Mullen,USA,Pittsburgh,D,1986-05-06,/api/v1/people/8475096,Patrick Mullen,2
92,8474166,Alec,Martinez,USA,Rochester Hills,D,1987-07-26,/api/v1/people/8474166,Alec Martinez,2
93,8474681,Andrei,Loktionov,RUS,Voskresensk,C,1990-05-30,/api/v1/people/8474681,Andrei Loktionov,2
94,8468526,Jarret,Stoll,CAN,Melville,C,1982-06-24,/api/v1/people/8468526,Jarret Stoll,2
95,8470604,Jeff,Carter,CAN,London,C,1985-01-01,/api/v1/people/8470604,Jeff Carter,6
96,8470606,Dustin,Brown,USA,Ithaca,RW,1984-11-04,/api/v1/people/8470606,Dustin Brown,18
97,8474889,Martin,Jones,CAN,North Vancouver,G,1990-01-10,/api/v1/people/8474889,Martin Jones,18
98,8470121,Matt,Greene,USA,Grand Ledge,D,1983-05-13,/api/v1/people/8470121,Matt Greene,2
99,8466182,Henrik,Tallinder,SWE,Stockholm,D,1979-01-10,/api/v1/people/8466182,Henrik Tallinder,2
100,8471733,Rich,Clune,CAN,Toronto,LW,1987-04-25,/api/v1/people/8471733,Rich Clune,2
101,8471734,Jonathan,Quick,USA,Milford,G,1986-01-21,/api/v1/people/8471734,Jonathan Quick,16
102,8475223,Linden,Vey,CAN,Wakaw,RW,1991-07-17,/api/v1/people/8475223,Linden Vey,2
103,8467346,Simon,Gagne,CAN,Ste. Foy,LW,1980-02-29,/api/v1/people/8467346,Simon Gagne,4
104,8470617,Mike,Richards,CAN,Kenora,C,1985-02-11,/api/v1/people/8470617,Mike Richards,6
105,8473453,Trevor,Lewis,USA,Salt Lake City,C,1987-01-08,/api/v1/people/8473453,Trevor Lewis,2
106,8474100,Dwight,King,CAN,Meadow Lake,LW,1989-07-05,/api/v1/people/8474100,Dwight King,302
107,8474066,Thomas,Hickey,CAN,Calgary,D,1989-02-08,/api/v1/people/8474066,Thomas Hickey,2
108,8468508,Justin,Williams,CAN,Cobourg,RW,1981-10-04,/api/v1/people/8468508,Justin Williams,14
109,8473419,Brad,Marchand,CAN,Halifax,LW,1988-05-11,/api/v1/people/8473419,Brad Marchand,34
110,8470905,Randy,Jones,CAN,Quispamsis,D,1981-07-23,/api/v1/people/8470905,Randy Jones,18
111,8474749,Matt,Bartkowski,USA,Pittsburgh,D,1988-06-04,/api/v1/people/8474749,Matt Bartkowski,2
112,8471717,Adam,McQuaid,CAN,Charlottetown,D,1986-10-12,/api/v1/people/8471717,Adam McQuaid,4
113,8471916,Mike,Angelidis,CAN,Woodbridge,LW,1985-06-27,/api/v1/people/8471916,Mike Angelidis,2
114,8471276,David,Krejci,CZE,Sternberk,C,1986-04-28,/api/v1/people/8471276,David Krejci,8
115,8470187,Johnny,Boychuk,CAN,Edmonton,D,1984-01-19,/api/v1/people/8470187,Johnny Boychuk,4
116,8471514,Rich,Peverley,CAN,Kingston,C,1982-07-08,/api/v1/people/8471514,Rich Peverley,2
117,8471314,Mike,Lundin,USA,Burnsville,D,1984-09-24,/api/v1/people/8471314,Mike Lundin,2
118,8475167,Victor,Hedman,SWE,Ornskoldsvik,D,1990-12-18,/api/v1/people/8475167,Victor Hedman,4
119,8470230,Daniel,Paille,CAN,Welland,LW,1984-04-15,/api/v1/people/8470230,Daniel Paille,2
120,8467925,Adam,Hall,USA,Kalamazoo,RW,1980-08-14,/api/v1/people/8467925,Adam Hall,24
121,8469765,Marc-Andre,Bergeron,CAN,Trois-Rivieres,D,1980-10-13,/api/v1/people/8469765,Marc-Andre Bergeron,20
122,8467329,Vincent,Lecavalier,CAN,Ile Bizard,C,1980-04-21,/api/v1/people/8467329,Vincent Lecavalier,2
123,8467967,Chris,Kelly,CAN,Toronto,C,1980-11-11,/api/v1/people/8467967,Chris Kelly,16
124,8470638,Patrice,Bergeron,CAN,Ancienne-Lorette,C,1985-07-24,/api/v1/people/8470638,Patrice Bergeron,20
125,8468575,Dominic,Moore,CAN,Thornhill,C,1980-08-03,/api/v1/people/8468575,Dominic Moore,20
126,8450725,Mark,Recchi,CAN,Kamloops,RW,1968-02-01,/api/v1/people/8450725,Mark Recchi,2
127,8470596,Nathan,Horton,CAN,Welland,RW,1985-05-29,/api/v1/people/8470596,Nathan Horton,2
128,8471767,Blair,Jones,CAN,Central Butte,C,1986-09-27,/api/v1/people/8471767,Blair Jones,18
129,8470634,Matt,Smaby,USA,Minneapolis,D,1984-10-14,/api/v1/people/8470634,Matt Smaby,2
130,8474682,Dustin,Tokarski,CAN,Watson,G,1989-09-16,/api/v1/people/8474682,Dustin Tokarski,2
131,8460806,Dwayne,Roloson,CAN,Simcoe,G,1969-10-12,/api/v1/people/8460806,Dwayne Roloson,2
132,8474564,Steven,Stamkos,CAN,Markham,C,1990-02-07,/api/v1/people/8474564,Steven Stamkos,22
133,8474002,Colby,Cohen,USA,Villanova,D,1989-04-25,/api/v1/people/8474002,Colby Cohen,36
134,8473473,Milan,Lucic,CAN,Vancouver,LW,1988-06-07,/api/v1/people/8473473,Milan Lucic,4
135,8474000,Steven,Kampfer,USA,Ann Arbor,D,1988-09-24,/api/v1/people/8474000,Steven Kampfer,2
136,8465978,Shawn,Thornton,CAN,Oshawa,LW,1977-07-23,/api/v1/people/8465978,Shawn Thornton,6
137,8471418,Anton,Khudobin,RUS,Ust-Kamenogorsk,G,1986-05-07,/api/v1/people/8471418,Anton Khudobin,8
138,8469619,Dennis,Seidenberg,DEU,Schwenningen,D,1981-07-18,/api/v1/people/8469619,Dennis Seidenberg,2
139,8465056,Trent,Whitfield,CAN,Alameda,C,1977-06-17,/api/v1/people/8465056,Trent Whitfield,2
140,8466142,Eric,Brewer,CAN,Vernon,D,1979-04-17,/api/v1/people/8466142,Eric Brewer,2
141,8470804,Mathieu,Roy,CAN,St. Georges,D,1983-08-10,/api/v1/people/8470804,Mathieu Roy,8
142,8470169,Gregory,Campbell,CAN,London,C,1983-12-17,/api/v1/people/8470169,Gregory Campbell,10
143,8474095,Dana,Tyrell,CAN,Airdrie,C,1989-04-23,/api/v1/people/8474095,Dana Tyrell,2
144,8465009,Zdeno,Chara,SVK,Trencin,D,1977-03-18,/api/v1/people/8465009,Zdeno Chara,4
145,8467988,Ryan,Malone,USA,Pittsburgh,LW,1979-12-01,/api/v1/people/8467988,Ryan Malone,4
146,8470615,Marc-Antoine,Pouliot,CAN,,C,1985-05-22,/api/v1/people/8470615,Marc-Antoine Pouliot,8
147,8467545,Michael,Ryder,CAN,Bonavista,RW,1980-03-31,/api/v1/people/8467545,Michael Ryder,2
148,8465200,Tomas,Kaberle,CZE,Rakovnik,D,1978-03-02,/api/v1/people/8465200,Tomas Kaberle,2
149,8466333,Andrew,Ference,CAN,Edmonton,D,1979-03-17,/api/v1/people/8466333,Andrew Ference,2
150,8471703,Steve,Downie,CAN,Newmarket,RW,1987-04-03,/api/v1/people/8471703,Steve Downie,2
151,8466378,Martin,St. Louis,CAN,Laval,RW,1975-06-18,/api/v1/people/8466378,Martin St. Louis,12
152,8465122,Brett,Clark,CAN,Wapella,D,1976-12-23,/api/v1/people/8465122,Brett Clark,2
153,8474657,Jamie,Arniel,CAN,Kingston,C,1989-11-16,/api/v1/people/8474657,Jamie Arniel,2
154,8473962,Teddy,Purcell,CAN,St. John's,LW,1985-09-08,/api/v1/people/8473962,Teddy Purcell,2
155,8470176,Sean,Bergenheim,FIN,Helsinki,LW,1984-02-08,/api/v1/people/8470176,Sean Bergenheim,2
156,8471668,Mattias,Ritola,SWE,Borlange,C,1987-03-14,/api/v1/people/8471668,Mattias Ritola,2
157,8470775,Nate,Thompson,USA,Anchorage,C,1984-10-05,/api/v1/people/8470775,Nate Thompson,2
158,8475794,Tyler,Seguin,CAN,Brampton,C,1992-01-31,/api/v1/people/8475794,Tyler Seguin,26
159,8460703,Tim,Thomas,USA,Flint,G,1974-04-15,/api/v1/people/8460703,Tim Thomas,4
160,8460503,Mattias,Ohlund,SWE,Pitea,D,1976-09-09,/api/v1/people/8460503,Mattias Ohlund,2
161,8475150,Jordan,Caron,CAN,Sayabec,RW,1990-11-02,/api/v1/people/8475150,Jordan Caron,2
162,8460661,Shane,Hnidy,CAN,Neepawa,D,1975-11-08,/api/v1/people/8460661,Shane Hnidy,2
163,8469608,Mike,Smith,CAN,Kingston,G,1982-03-22,/api/v1/people/8469608,Mike Smith,24
164,8471958,Dan,Girardi,CAN,Welland,D,1984-04-29,/api/v1/people/8471958,Dan Girardi,4
165,8471873,Anton,Stralman,SWE,Tibro,D,1986-08-01,/api/v1/people/8471873,Anton Stralman,4
166,8473932,Darroll,Powe,CAN,Saskatoon,C,1985-06-22,/api/v1/people/8473932,Darroll Powe,12
167,8475118,Matt,Gilroy,USA,North Bellmore,D,1984-07-20,/api/v1/people/8475118,Matt Gilroy,2
168,8470192,Steve,Eminger,CAN,Woodbridge,D,1983-10-31,/api/v1/people/8470192,Steve Eminger,2
169,8475243,Ryan,Bourque,USA,Boxford,C,1991-01-03,/api/v1/people/8475243,Ryan Bourque,2
170,8474230,Micheal,Haley,CAN,Guelph,C,1986-03-30,/api/v1/people/8474230,Micheal Haley,10
171,8474151,Ryan,McDonagh,USA,St. Paul,D,1989-06-13,/api/v1/people/8474151,Ryan McDonagh,4
172,8458938,Roman,Hamrlik,CZE,Zlin,D,1974-04-12,/api/v1/people/8458938,Roman Hamrlik,2
173,8462033,Wade,Redden,CAN,Lloydminster,D,1977-06-12,/api/v1/people/8462033,Wade Redden,2
174,8465025,Arron,Asham,CAN,Portage la Prairie,RW,1978-04-13,/api/v1/people/8465025,Arron Asham,2
175,8467881,Taylor,Pyatt,CAN,Thunder Bay,LW,1981-08-19,/api/v1/people/8467881,Taylor Pyatt,4
176,8473544,Derick,Brassard,CAN,Hull,C,1987-09-22,/api/v1/people/8473544,Derick Brassard,8
177,8471686,Marc,Staal,CAN,Thunder Bay,D,1987-01-13,/api/v1/people/8471686,Marc Staal,22
178,8470232,Kris,Newbury,CAN,Brampton,C,1982-02-19,/api/v1/people/8470232,Kris Newbury,2
179,8474678,Jason,Missiaen,CAN,Chatham,G,1990-04-25,/api/v1/people/8474678,Jason Missiaen,2
180,8475692,Mats,Zuccarello,NOR,Oslo,RW,1987-09-01,/api/v1/people/8475692,Mats Zuccarello,10
181,8476462,Dougie,Hamilton,CAN,Toronto,D,1993-06-17,/api/v1/people/8476462,Dougie Hamilton,12
182,8470041,Rick,Nash,CAN,Brampton,LW,1984-06-16,/api/v1/people/8470041,Rick Nash,28
183,8469534,Aaron,Johnson,CAN,Port Hawkesbury,D,1983-04-30,/api/v1/people/8469534,Aaron Johnson,12
184,8471339,Ryan,Callahan,USA,Rochester,RW,1985-03-21,/api/v1/people/8471339,Ryan Callahan,2
185,8468685,Henrik,Lundqvist,SWE,Are,G,1982-03-02,/api/v1/people/8468685,Henrik Lundqvist,16
186,8459454,Jay,Pandolfo,USA,Winchester,LW,1974-12-27,/api/v1/people/8459454,Jay Pandolfo,2
187,8473432,Derek,Dorsett,CAN,Kindersley,RW,1986-12-20,/api/v1/people/8473432,Derek Dorsett,2
188,8471695,Tuukka,Rask,FIN,Savonlinna,G,1987-03-10,/api/v1/people/8471695,Tuukka Rask,28
189,8476468,J.T.,Miller,USA,East Palestine,C,1993-03-14,/api/v1/people/8476468,J.T. Miller,14
190,8474772,Stu,Bickel,USA,Chanhassen,D,1986-10-02,/api/v1/people/8474772,Stu Bickel,2
191,8474850,Brandon,Mashinter,CAN,Bradford,LW,1988-09-20,/api/v1/people/8474850,Brandon Mashinter,2
192,8475184,Chris,Kreider,USA,Boxford,LW,1991-04-30,/api/v1/people/8475184,Chris Kreider,2
193,8475186,John,Moore,USA,Winnetka,D,1990-11-19,/api/v1/people/8475186,John Moore,20
194,8476792,Torey,Krug,USA,Livonia,D,1991-04-12,/api/v1/people/8476792,Torey Krug,10
195,8473484,Kaspars,Daugavins,LVA,Riga,LW,1988-05-18,/api/v1/people/8473484,Kaspars Daugavins,2
196,8474176,Carl,Hagelin,SWE,Sodertalje,LW,1988-08-23,/api/v1/people/8474176,Carl Hagelin,2
197,8475660,Cam,Talbot,CAN,Caledonia,G,1987-07-05,/api/v1/people/8475660,Cam Talbot,8
198,8471262,Carl,Soderberg,SWE,Malmö,C,1985-10-12,/api/v1/people/8471262,Carl Soderberg,4
199,8469622,Ryane,Clowe,CAN,St. John's,LW,1982-09-30,/api/v1/people/8469622,Ryane Clowe,2
200,8467389,Brad,Richards,CAN,Murray Hbr.,C,1980-05-02,/api/v1/people/8467389,Brad Richards,6
201,8470619,Brian,Boyle,USA,Hingham,C,1984-12-18,/api/v1/people/8470619,Brian Boyle,16
202,8474613,Derek,Stepan,USA,Hastings,C,1990-06-18,/api/v1/people/8474613,Derek Stepan,4
203,8475749,Christian,Thomas,CAN,Toronto,LW,1992-05-26,/api/v1/people/8475749,Christian Thomas,4
204,8474584,Michael,Del Zotto,CAN,Stouffville,D,1990-06-24,/api/v1/people/8474584,Michael Del Zotto,2
205,8475795,Dylan,McIlrath,CAN,Winnipeg,D,1992-04-20,/api/v1/people/8475795,Dylan McIlrath,2
206,8469755,Brandon,Segal,CAN,Richmond,RW,1983-07-12,/api/v1/people/8469755,Brandon Segal,2
207,8476844,Niklas,Svedberg,SWE,Sollentuna,G,1989-09-04,/api/v1/people/8476844,Niklas Svedberg,2
208,8465951,Matt,Cooke,CAN,Belleville,LW,1978-09-07,/api/v1/people/8465951,Matt Cooke,2
209,8469638,Jussi,Jokinen,FIN,Kalajoki,LW,1983-04-01,/api/v1/people/8469638,Jussi Jokinen,2
210,8468542,Paul,Martin,USA,Minneapolis,D,1981-03-05,/api/v1/people/8468542,Paul Martin,8
211,8462042,Jarome,Iginla,CAN,Edmonton,RW,1977-07-01,/api/v1/people/8462042,Jarome Iginla,4
212,8471311,Tyler,Kennedy,CAN,Sault Ste. Marie,C,1986-07-15,/api/v1/people/8471311,Tyler Kennedy,2
213,8471675,Sidney,Crosby,CAN,Cole Harbour,C,1987-08-07,/api/v1/people/8471675,Sidney Crosby,62
214,8466160,Brenden,Morrow,CAN,Carlyle,LW,1979-01-16,/api/v1/people/8466160,Brenden Morrow,2
215,8470543,Chris,Kunitz,CAN,Regina,LW,1979-09-26,/api/v1/people/8470543,Chris Kunitz,4
216,8476211,Carter,Camper,USA,Cleveland,C,1988-07-06,/api/v1/people/8476211,Carter Camper,2
217,8475761,Beau,Bennett,USA,Gardena,RW,1991-11-27,/api/v1/people/8475761,Beau Bennett,2
218,8471724,Kris,Letang,CAN,Montreal,D,1987-04-24,/api/v1/people/8471724,Kris Letang,8
219,8468498,Brooks,Orpik,USA,San Francisco,D,1980-09-26,/api/v1/people/8468498,Brooks Orpik,8
220,8466393,Pascal,Dupuis,CAN,Laval,RW,1979-04-07,/api/v1/people/8466393,Pascal Dupuis,2
221,8471246,Chris,Bourque,USA,Boston,LW,1986-01-29,/api/v1/people/8471246,Chris Bourque,2
222,8471856,Joe,Vitale,USA,St. Louis,C,1985-08-20,/api/v1/people/8471856,Joe Vitale,2
223,8471215,Evgeni,Malkin,RUS,Magnitogorsk,C,1986-07-31,/api/v1/people/8471215,Evgeni Malkin,26
224,8460712,Tomas,Vokoun,CZE,Karlovy Vary,G,1976-07-02,/api/v1/people/8460712,Tomas Vokoun,2
225,8474091,Brandon,Sutter,CAN,Huntington,C,1989-02-14,/api/v1/people/8474091,Brandon Sutter,6
226,8471702,Matt,Niskanen,USA,Virginia,D,1986-12-06,/api/v1/people/8471702,Matt Niskanen,6
227,8468114,Douglas,Murray,SWE,Bromma,D,1980-03-12,/api/v1/people/8468114,Douglas Murray,12
228,8465166,Craig,Adams,CAN,Seria,RW,1977-04-26,/api/v1/people/8465166,Craig Adams,2
229,8468674,Deryk,Engelland,CAN,Edmonton,D,1982-04-03,/api/v1/people/8468674,Deryk Engelland,2
230,8471707,James,Neal,CAN,Whitby,LW,1987-09-03,/api/v1/people/8471707,James Neal,2
231,8474138,Dustin,Jeffrey,CAN,Sarnia,LW,1988-02-27,/api/v1/people/8474138,Dustin Jeffrey,2
232,8467580,Mark,Eaton,USA,Wilmington,D,1977-05-06,/api/v1/people/8467580,Mark Eaton,2
233,8470854,Tanner,Glass,CAN,Regina,LW,1983-11-29,/api/v1/people/8470854,Tanner Glass,4
234,8475155,Simon,Despres,CAN,Laval,D,1991-07-27,/api/v1/people/8475155,Simon Despres,2
235,8474145,Robert,Bortuzzo,CAN,Thunder Bay,D,1989-03-18,/api/v1/people/8474145,Robert Bortuzzo,2
236,8470594,Marc-Andre,Fleury,CAN,Sorel,G,1984-11-28,/api/v1/people/8470594,Marc-Andre Fleury,52
237,8473553,Jeff,Zatkoff,USA,Detroit,G,1987-06-09,/api/v1/people/8473553,Jeff Zatkoff,2
238,8471716,Justin,Abdelkader,USA,Muskegon,LW,1987-02-25,/api/v1/people/8471716,Justin Abdelkader,2
239,8471956,Andrew,Desjardins,CAN,Lively,LW,1986-07-27,/api/v1/people/8471956,Andrew Desjardins,4
240,8467331,Brad,Stuart,CAN,Rocky Mountain House,D,1979-11-06,/api/v1/people/8467331,Brad Stuart,2
241,8470861,Sean,Sullivan,USA,Boston,D,1984-03-29,/api/v1/people/8470861,Sean Sullivan,2
